,unique_identify,-logAffi,target,pdb,compnd,max_tanimoto_schrodinger,max_tanimoto_merck,max_tanimoto_fep_benchmark
48701,CHEMBL4040_1wzy_CHEMBL199395,6.251811972993799,CHEMBL4040,1wzy,CHEMBL199395,0.23125,0.2426470588235294,0.3157894736842105
48702,CHEMBL4040_1wzy_CHEMBL4098700,4.910094888560602,CHEMBL4040,1wzy,CHEMBL4098700,0.2470588235294117,0.2481751824817518,0.3111111111111111
48703,CHEMBL4040_2ojg_CHEMBL219790,7.657577319177793,CHEMBL4040,2ojg,CHEMBL219790,0.2335329341317365,0.2325581395348837,0.2727272727272727
48704,CHEMBL4040_2ojg_CHEMBL219849,7.619788758288394,CHEMBL4040,2ojg,CHEMBL219849,0.2592592592592592,0.2209302325581395,0.263803680981595
48705,CHEMBL4040_2ojg_CHEMBL219988,6.619788758288394,CHEMBL4040,2ojg,CHEMBL219988,0.2592592592592592,0.2105263157894736,0.2638888888888889
48706,CHEMBL4040_2ojg_CHEMBL220054,8.221848749616356,CHEMBL4040,2ojg,CHEMBL220054,0.2335329341317365,0.2183908045977011,0.2517985611510791
48707,CHEMBL4040_2ojg_CHEMBL220574,6.823908740944319,CHEMBL4040,2ojg,CHEMBL220574,0.2335329341317365,0.2183908045977011,0.2517985611510791
48708,CHEMBL4040_2ojg_CHEMBL220897,8.154901959985743,CHEMBL4040,2ojg,CHEMBL220897,0.2341772151898734,0.1977401129943503,0.24
48709,CHEMBL4040_2ojg_CHEMBL222465,7.356547323513812,CHEMBL4040,2ojg,CHEMBL222465,0.2426035502958579,0.2598870056497175,0.2797619047619047
48710,CHEMBL4040_2ojg_CHEMBL373448,6.481486060122113,CHEMBL4040,2ojg,CHEMBL373448,0.2987012987012987,0.2349726775956284,0.2987012987012987
48711,CHEMBL4040_2ojg_CHEMBL374876,6.060480747381382,CHEMBL4040,2ojg,CHEMBL374876,0.2447552447552447,0.3012820512820512,0.3012820512820512
48712,CHEMBL4040_2ojg_CHEMBL375621,6.292429823902063,CHEMBL4040,2ojg,CHEMBL375621,0.263803680981595,0.2207792207792207,0.263803680981595
48713,CHEMBL4040_2oji_CHEMBL219841,5.638272163982407,CHEMBL4040,2oji,CHEMBL219841,0.218978102189781,0.2636363636363636,0.2980769230769231
48714,CHEMBL4040_2oji_CHEMBL220320,7.0655015487564325,CHEMBL4040,2oji,CHEMBL220320,0.2894736842105263,0.2313432835820895,0.3181818181818182
48715,CHEMBL4040_2oji_CHEMBL223471,6.309803919971486,CHEMBL4040,2oji,CHEMBL223471,0.2641509433962264,0.2666666666666666,0.2666666666666666
48716,CHEMBL4040_2oji_CHEMBL387385,8.698970004336019,CHEMBL4040,2oji,CHEMBL387385,0.2317073170731707,0.2114285714285714,0.2517985611510791
48717,CHEMBL4040_2ojj_CHEMBL219683,6.366531544420414,CHEMBL4040,2ojj,CHEMBL219683,0.2551724137931034,0.2428571428571428,0.2598425196850393
48718,CHEMBL4040_2ojj_CHEMBL220096,5.638272163982407,CHEMBL4040,2ojj,CHEMBL220096,0.2777777777777778,0.2280701754385964,0.2847222222222222
48719,CHEMBL4040_2ojj_CHEMBL220110,6.698970004336019,CHEMBL4040,2ojj,CHEMBL220110,0.2676056338028169,0.2828947368421052,0.2828947368421052
48720,CHEMBL4040_2ojj_CHEMBL220112,7.455931955649724,CHEMBL4040,2ojj,CHEMBL220112,0.2802547770700637,0.2363636363636363,0.2971014492753623
48721,CHEMBL4040_2ojj_CHEMBL220174,5.3979400086720375,CHEMBL4040,2ojj,CHEMBL220174,0.253012048192771,0.2179487179487179,0.2699115044247787
48722,CHEMBL4040_2ojj_CHEMBL220272,6.769551078621726,CHEMBL4040,2ojj,CHEMBL220272,0.282051282051282,0.2378048780487804,0.2992700729927007
48723,CHEMBL4040_2ojj_CHEMBL220343,6.638272163982407,CHEMBL4040,2ojj,CHEMBL220343,0.3066666666666666,0.2333333333333333,0.3066666666666666
48724,CHEMBL4040_2ojj_CHEMBL220882,5.698970004336019,CHEMBL4040,2ojj,CHEMBL220882,0.2972972972972973,0.2828947368421052,0.3178294573643411
48725,CHEMBL4040_2ojj_CHEMBL220888,6.292429823902063,CHEMBL4040,2ojj,CHEMBL220888,0.2848101265822785,0.2335329341317365,0.302158273381295
48726,CHEMBL4040_2ojj_CHEMBL221109,6.795880017344075,CHEMBL4040,2ojj,CHEMBL221109,0.2727272727272727,0.2378048780487804,0.2727272727272727
48727,CHEMBL4040_2ojj_CHEMBL221117,6.180456064458132,CHEMBL4040,2ojj,CHEMBL221117,0.2941176470588235,0.2407407407407407,0.3037037037037037
48728,CHEMBL4040_2ojj_CHEMBL222249,7.397940008672037,CHEMBL4040,2ojj,CHEMBL222249,0.2407407407407407,0.2469879518072289,0.2611940298507462
48729,CHEMBL4040_2ojj_CHEMBL373628,7.0,CHEMBL4040,2ojj,CHEMBL373628,0.2941176470588235,0.2407407407407407,0.3037037037037037
48730,CHEMBL4040_2ojj_CHEMBL373797,6.356547323513812,CHEMBL4040,2ojj,CHEMBL373797,0.2941176470588235,0.2331288343558282,0.3037037037037037
48731,CHEMBL4040_2ojj_CHEMBL374677,7.200659450546418,CHEMBL4040,2ojj,CHEMBL374677,0.2530864197530864,0.2241379310344827,0.2573529411764705
48732,CHEMBL4040_2ojj_CHEMBL375525,6.236572006437063,CHEMBL4040,2ojj,CHEMBL375525,0.28,0.2619047619047619,0.2946428571428571
48733,CHEMBL4040_2ojj_CHEMBL375544,7.853871964321762,CHEMBL4040,2ojj,CHEMBL375544,0.2530864197530864,0.2108433734939759,0.2573529411764705
48734,CHEMBL4040_3i5z_CHEMBL565459,8.698970004336019,CHEMBL4040,3i5z,CHEMBL565459,0.25,0.2787878787878788,0.3026315789473684
48735,CHEMBL4040_3i5z_CHEMBL565460,8.698970004336019,CHEMBL4040,3i5z,CHEMBL565460,0.2485207100591716,0.2738095238095238,0.2738095238095238
48736,CHEMBL4040_3i5z_CHEMBL569869,8.698970004336019,CHEMBL4040,3i5z,CHEMBL569869,0.2485207100591716,0.2738095238095238,0.2760736196319018
48737,CHEMBL4040_3i5z_CHEMBL570366,8.397940008672037,CHEMBL4040,3i5z,CHEMBL570366,0.2277777777777777,0.2328767123287671,0.2967741935483871
48738,CHEMBL4040_3i5z_CHEMBL570367,6.173925197299173,CHEMBL4040,3i5z,CHEMBL570367,0.25,0.2787878787878788,0.3026315789473684
48739,CHEMBL4040_3i5z_CHEMBL571038,8.698970004336019,CHEMBL4040,3i5z,CHEMBL571038,0.2514970059880239,0.2328767123287671,0.2967741935483871
48740,CHEMBL4040_3i5z_CHEMBL572162,8.698970004336019,CHEMBL4040,3i5z,CHEMBL572162,0.2277777777777777,0.2328767123287671,0.2967741935483871
48741,CHEMBL4040_3i5z_CHEMBL576048,8.301029995663981,CHEMBL4040,3i5z,CHEMBL576048,0.2067039106145251,0.2197802197802197,0.2312138728323699
48742,CHEMBL4040_3i5z_CHEMBL576683,8.698970004336019,CHEMBL4040,3i5z,CHEMBL576683,0.2116402116402116,0.1989795918367347,0.225130890052356
48743,CHEMBL4040_3i5z_CHEMBL577193,8.698970004336019,CHEMBL4040,3i5z,CHEMBL577193,0.2514970059880239,0.2738095238095238,0.2738095238095238
48744,CHEMBL4040_3i5z_CHEMBL584754,8.698970004336019,CHEMBL4040,3i5z,CHEMBL584754,0.2277777777777777,0.2328767123287671,0.3137254901960784
48745,CHEMBL4040_3i60_CHEMBL568483,8.301029995663981,CHEMBL4040,3i60,CHEMBL568483,0.2126436781609195,0.2105263157894736,0.2126436781609195
48746,CHEMBL4040_3i60_CHEMBL568937,8.698970004336019,CHEMBL4040,3i60,CHEMBL568937,0.2096774193548387,0.195,0.2169312169312169
48747,CHEMBL4040_3i60_CHEMBL569181,8.522878745280337,CHEMBL4040,3i60,CHEMBL569181,0.2119565217391304,0.2606382978723404,0.2606382978723404
48748,CHEMBL4040_3i60_CHEMBL570111,7.886056647693163,CHEMBL4040,3i60,CHEMBL570111,0.2459893048128342,0.1911764705882352,0.2459893048128342
48749,CHEMBL4040_3i60_CHEMBL571030,8.397940008672037,CHEMBL4040,3i60,CHEMBL571030,0.2485549132947976,0.2210526315789473,0.2976190476190476
48750,CHEMBL4040_3i60_CHEMBL571031,8.698970004336019,CHEMBL4040,3i60,CHEMBL571031,0.2298850574712643,0.2275132275132275,0.244047619047619
48751,CHEMBL4040_3i60_CHEMBL571056,8.698970004336019,CHEMBL4040,3i60,CHEMBL571056,0.2247191011235955,0.2227979274611398,0.2485875706214689
48752,CHEMBL4040_3i60_CHEMBL571484,8.698970004336019,CHEMBL4040,3i60,CHEMBL571484,0.2096774193548387,0.195,0.2169312169312169
48753,CHEMBL4040_3i60_CHEMBL571722,7.823908740944319,CHEMBL4040,3i60,CHEMBL571722,0.2052631578947368,0.230392156862745,0.2513368983957219
48754,CHEMBL4040_3i60_CHEMBL572157,8.698970004336019,CHEMBL4040,3i60,CHEMBL572157,0.2191011235955056,0.2157894736842105,0.2265193370165746
48755,CHEMBL4040_3i60_CHEMBL572361,8.522878745280337,CHEMBL4040,3i60,CHEMBL572361,0.2295081967213114,0.2266666666666666,0.2893081761006289
48756,CHEMBL4040_3i60_CHEMBL582829,7.468521082957745,CHEMBL4040,3i60,CHEMBL582829,0.2191011235955056,0.2119565217391304,0.2369942196531791
48757,CHEMBL4040_3i60_CHEMBL583042,8.698970004336019,CHEMBL4040,3i60,CHEMBL583042,0.2090395480225988,0.2265193370165746,0.2386363636363636
48758,CHEMBL4040_4o6e_CHEMBL3297847,6.439930290284083,CHEMBL4040,4o6e,CHEMBL3297847,0.2624113475177305,0.1904761904761904,0.2624113475177305
48759,CHEMBL4040_4o6e_CHEMBL3297848,6.547761244760707,CHEMBL4040,4o6e,CHEMBL3297848,0.2624113475177305,0.1904761904761904,0.2624113475177305
48760,CHEMBL4040_4o6e_CHEMBL3297849,7.596910013008056,CHEMBL4040,4o6e,CHEMBL3297849,0.2534246575342466,0.1842105263157894,0.2534246575342466
48761,CHEMBL4040_4o6e_CHEMBL3297850,7.789198036565084,CHEMBL4040,4o6e,CHEMBL3297850,0.2585034013605442,0.1818181818181818,0.2585034013605442
48762,CHEMBL4040_4o6e_CHEMBL3297851,8.221848749616356,CHEMBL4040,4o6e,CHEMBL3297851,0.2585034013605442,0.1818181818181818,0.2585034013605442
48763,CHEMBL4040_4o6e_CHEMBL3297852,7.832773124424534,CHEMBL4040,4o6e,CHEMBL3297852,0.2516556291390728,0.1772151898734177,0.2516556291390728
48764,CHEMBL4040_4o6e_CHEMBL3297853,7.196379748084128,CHEMBL4040,4o6e,CHEMBL3297853,0.2635135135135135,0.1794871794871795,0.2635135135135135
48765,CHEMBL4040_4o6e_CHEMBL3297854,6.294781794792883,CHEMBL4040,4o6e,CHEMBL3297854,0.24375,0.1791907514450867,0.24375
48766,CHEMBL4040_4o6e_CHEMBL3297855,8.698970004336019,CHEMBL4040,4o6e,CHEMBL3297855,0.2534246575342466,0.1933333333333333,0.2534246575342466
48767,CHEMBL4040_4o6e_CHEMBL3297856,7.619788758288394,CHEMBL4040,4o6e,CHEMBL3297856,0.2550335570469799,0.1794871794871795,0.2550335570469799
48768,CHEMBL4040_4o6e_CHEMBL3297857,6.828236623451142,CHEMBL4040,4o6e,CHEMBL3297857,0.2341772151898734,0.1707317073170731,0.2341772151898734
48769,CHEMBL4040_4o6e_CHEMBL3297858,8.148741651280925,CHEMBL4040,4o6e,CHEMBL3297858,0.2420382165605095,0.1707317073170731,0.2420382165605095
48770,CHEMBL4040_4o6e_CHEMBL3298199,8.426935982160881,CHEMBL4040,4o6e,CHEMBL3298199,0.2339181286549707,0.2111801242236025,0.2339181286549707
48771,CHEMBL4040_4o6e_CHEMBL3298304,6.506692499103217,CHEMBL4040,4o6e,CHEMBL3298304,0.2214285714285714,0.2,0.2214285714285714
48772,CHEMBL4040_4o6e_CHEMBL3298305,6.911087514067659,CHEMBL4040,4o6e,CHEMBL3298305,0.2129032258064516,0.18,0.2129032258064516
48773,CHEMBL4040_4o6e_CHEMBL3298306,6.828295703098071,CHEMBL4040,4o6e,CHEMBL3298306,0.2151898734177215,0.1733333333333333,0.2151898734177215
48774,CHEMBL4040_4o6e_CHEMBL3298307,7.439713034397075,CHEMBL4040,4o6e,CHEMBL3298307,0.2485549132947976,0.189873417721519,0.2485549132947976
48775,CHEMBL4040_4o6e_CHEMBL3298308,8.33889035263304,CHEMBL4040,4o6e,CHEMBL3298308,0.2054794520547945,0.2291666666666666,0.2291666666666666
48776,CHEMBL4040_4o6e_CHEMBL3298309,7.9076542845912,CHEMBL4040,4o6e,CHEMBL3298309,0.2356687898089172,0.1633986928104575,0.2356687898089172
48777,CHEMBL4040_4o6e_CHEMBL3298310,8.168621084159213,CHEMBL4040,4o6e,CHEMBL3298310,0.1975308641975308,0.2244897959183673,0.2244897959183673
48778,CHEMBL4040_4o6e_CHEMBL3298311,7.740743030061056,CHEMBL4040,4o6e,CHEMBL3298311,0.2165605095541401,0.1612903225806451,0.2360248447204969
48779,CHEMBL4040_4o6e_CHEMBL3298312,8.27642098432889,CHEMBL4040,4o6e,CHEMBL3298312,0.216867469879518,0.1767955801104972,0.22
48780,CHEMBL4040_4o6e_CHEMBL3298414,9.397940008672036,CHEMBL4040,4o6e,CHEMBL3298414,0.3372781065088757,0.2019230769230769,0.3372781065088757
48781,CHEMBL4040_4o6e_CHEMBL3298416,6.454396977770092,CHEMBL4040,4o6e,CHEMBL3298416,0.2402597402597402,0.1836734693877551,0.2402597402597402
48782,CHEMBL4040_4o6e_CHEMBL3298417,7.7011524070372435,CHEMBL4040,4o6e,CHEMBL3298417,0.2529411764705882,0.1875,0.2529411764705882
48783,CHEMBL4040_4o6e_CHEMBL3298418,8.319136081991203,CHEMBL4040,4o6e,CHEMBL3298418,0.2337662337662337,0.2088607594936709,0.2337662337662337
48784,CHEMBL4040_4o6e_CHEMBL3298565,6.165620729124521,CHEMBL4040,4o6e,CHEMBL3298565,0.2627737226277372,0.2014925373134328,0.2627737226277372
48785,CHEMBL4040_4o6e_CHEMBL3298566,7.490649750666878,CHEMBL4040,4o6e,CHEMBL3298566,0.2248520710059171,0.202020202020202,0.2312138728323699
48786,CHEMBL4040_4o6e_CHEMBL3298567,7.585026652029182,CHEMBL4040,4o6e,CHEMBL3298567,0.2021857923497267,0.1711229946524064,0.2021857923497267
48787,CHEMBL4040_4o6e_CHEMBL3298671,5.953171509499699,CHEMBL4040,4o6e,CHEMBL3298671,0.2657342657342657,0.1764705882352941,0.2657342657342657
48788,CHEMBL4040_4o6e_CHEMBL3298672,6.170146459911522,CHEMBL4040,4o6e,CHEMBL3298672,0.2681159420289855,0.1916167664670658,0.2681159420289855
48789,CHEMBL4040_4o6e_CHEMBL3298673,6.3554754534030735,CHEMBL4040,4o6e,CHEMBL3298673,0.2462686567164179,0.1890243902439024,0.2758620689655172
48790,CHEMBL4040_4o6e_CHEMBL3298674,6.30735508981156,CHEMBL4040,4o6e,CHEMBL3298674,0.2808219178082192,0.1883116883116883,0.2808219178082192
48791,CHEMBL4040_4o6e_CHEMBL3298675,6.080030438711556,CHEMBL4040,4o6e,CHEMBL3298675,0.2158273381294964,0.1776315789473684,0.2158273381294964
48792,CHEMBL4040_4o6e_CHEMBL3298676,7.414575898178345,CHEMBL4040,4o6e,CHEMBL3298676,0.2111111111111111,0.2111111111111111,0.2117647058823529
48793,CHEMBL4040_4o6e_CHEMBL3298677,7.253270974502405,CHEMBL4040,4o6e,CHEMBL3298677,0.2093023255813953,0.2065217391304347,0.2202643171806167
48794,CHEMBL4040_4o6e_CHEMBL3298678,9.221848749616356,CHEMBL4040,4o6e,CHEMBL3298678,0.3372781065088757,0.2019230769230769,0.3372781065088757
48795,CHEMBL4040_4o6e_CHEMBL3298894,6.391016010736122,CHEMBL4040,4o6e,CHEMBL3298894,0.2808219178082192,0.2279411764705882,0.2808219178082192
48796,CHEMBL4040_4o6e_CHEMBL3298982,8.384775539310862,CHEMBL4040,4o6e,CHEMBL3298982,0.3354838709677419,0.2019230769230769,0.3354838709677419
48797,CHEMBL4040_4o6e_CHEMBL3298983,8.18837535480105,CHEMBL4040,4o6e,CHEMBL3298983,0.3333333333333333,0.2307692307692307,0.3333333333333333
48798,CHEMBL4040_4o6e_CHEMBL3298984,8.460409376976187,CHEMBL4040,4o6e,CHEMBL3298984,0.3509933774834437,0.2107843137254902,0.3509933774834437
48799,CHEMBL4040_4o6e_CHEMBL3298985,8.698970004336019,CHEMBL4040,4o6e,CHEMBL3298985,0.3375796178343949,0.2047619047619047,0.3375796178343949
48800,CHEMBL4040_4o6e_CHEMBL3357948,7.424008802271263,CHEMBL4040,4o6e,CHEMBL3357948,0.2435897435897435,0.173076923076923,0.2435897435897435
48801,CHEMBL4040_4o6e_CHEMBL3357949,7.144941317444092,CHEMBL4040,4o6e,CHEMBL3357949,0.2049689440993788,0.1794871794871795,0.2049689440993788
48802,CHEMBL4040_4o6e_CHEMBL3357950,8.227965977824862,CHEMBL4040,4o6e,CHEMBL3357950,0.2091503267973856,0.2156862745098039,0.2156862745098039
48803,CHEMBL4040_4o6e_CHEMBL3357951,8.183265772210207,CHEMBL4040,4o6e,CHEMBL3357951,0.2171052631578947,0.2156862745098039,0.2171052631578947
48804,CHEMBL4040_4o6e_CHEMBL3892063,8.795880017344075,CHEMBL4040,4o6e,CHEMBL3892063,0.3271604938271605,0.2,0.3271604938271605
48805,CHEMBL4040_4o6e_CHEMBL3892311,8.853871964321762,CHEMBL4040,4o6e,CHEMBL3892311,0.3454545454545454,0.2211981566820276,0.3454545454545454
48806,CHEMBL4040_4o6e_CHEMBL3895078,8.568636235841012,CHEMBL4040,4o6e,CHEMBL3895078,0.3333333333333333,0.2307692307692307,0.3333333333333333
48807,CHEMBL4040_4o6e_CHEMBL3895954,7.634512015109101,CHEMBL4040,4o6e,CHEMBL3895954,0.3636363636363636,0.2163461538461538,0.3636363636363636
48808,CHEMBL4040_4o6e_CHEMBL3900182,8.795880017344075,CHEMBL4040,4o6e,CHEMBL3900182,0.2185430463576159,0.1830065359477124,0.2185430463576159
48809,CHEMBL4040_4o6e_CHEMBL3900510,8.657577319177793,CHEMBL4040,4o6e,CHEMBL3900510,0.2165605095541401,0.2185430463576159,0.2185430463576159
48810,CHEMBL4040_4o6e_CHEMBL3901104,8.638272163982407,CHEMBL4040,4o6e,CHEMBL3901104,0.3023255813953488,0.1866666666666666,0.3023255813953488
48811,CHEMBL4040_4o6e_CHEMBL3901270,8.619788758288394,CHEMBL4040,4o6e,CHEMBL3901270,0.3253012048192771,0.2064220183486238,0.3253012048192771
48812,CHEMBL4040_4o6e_CHEMBL3907666,8.244125144327509,CHEMBL4040,4o6e,CHEMBL3907666,0.3291925465838509,0.2270531400966183,0.3291925465838509
48813,CHEMBL4040_4o6e_CHEMBL3909086,6.386158178123931,CHEMBL4040,4o6e,CHEMBL3909086,0.2,0.271523178807947,0.271523178807947
48814,CHEMBL4040_4o6e_CHEMBL3910497,8.67778070526608,CHEMBL4040,4o6e,CHEMBL3910497,0.2038216560509554,0.2237762237762237,0.2333333333333333
48815,CHEMBL4040_4o6e_CHEMBL3916390,8.619788758288394,CHEMBL4040,4o6e,CHEMBL3916390,0.3253012048192771,0.2064220183486238,0.3253012048192771
48816,CHEMBL4040_4o6e_CHEMBL3922968,7.614393726401688,CHEMBL4040,4o6e,CHEMBL3922968,0.2528089887640449,0.1812865497076023,0.2528089887640449
48817,CHEMBL4040_4o6e_CHEMBL3923055,8.585026652029182,CHEMBL4040,4o6e,CHEMBL3923055,0.3407821229050279,0.1963470319634703,0.3407821229050279
48818,CHEMBL4040_4o6e_CHEMBL3924607,8.387216143280265,CHEMBL4040,4o6e,CHEMBL3924607,0.2784090909090909,0.1861702127659574,0.2784090909090909
48819,CHEMBL4040_4o6e_CHEMBL3928991,8.958607314841775,CHEMBL4040,4o6e,CHEMBL3928991,0.2189349112426035,0.2105263157894736,0.2189349112426035
48820,CHEMBL4040_4o6e_CHEMBL3932007,8.42021640338319,CHEMBL4040,4o6e,CHEMBL3932007,0.2098765432098765,0.2193548387096774,0.2193548387096774
48821,CHEMBL4040_4o6e_CHEMBL3933522,7.690369832574101,CHEMBL4040,4o6e,CHEMBL3933522,0.3630573248407643,0.1981132075471698,0.3630573248407643
48822,CHEMBL4040_4o6e_CHEMBL3933990,6.909741947068683,CHEMBL4040,4o6e,CHEMBL3933990,0.3548387096774194,0.1975308641975308,0.3548387096774194
48823,CHEMBL4040_4o6e_CHEMBL3934429,8.318758762624412,CHEMBL4040,4o6e,CHEMBL3934429,0.2571428571428571,0.1694915254237288,0.2571428571428571
48824,CHEMBL4040_4o6e_CHEMBL3937485,8.744727494896694,CHEMBL4040,4o6e,CHEMBL3937485,0.2243589743589743,0.196629213483146,0.2243589743589743
48825,CHEMBL4040_4o6e_CHEMBL3938172,7.062482107982653,CHEMBL4040,4o6e,CHEMBL3938172,0.2516556291390728,0.1847133757961783,0.2516556291390728
48826,CHEMBL4040_4o6e_CHEMBL3945486,7.202732459169283,CHEMBL4040,4o6e,CHEMBL3945486,0.30625,0.1943127962085308,0.30625
48827,CHEMBL4040_4o6e_CHEMBL3946349,7.032920265855503,CHEMBL4040,4o6e,CHEMBL3946349,0.1768292682926829,0.1413612565445026,0.1768292682926829
48828,CHEMBL4040_4o6e_CHEMBL3949251,6.830325565941193,CHEMBL4040,4o6e,CHEMBL3949251,0.3048128342245989,0.1861471861471861,0.3048128342245989
48829,CHEMBL4040_4o6e_CHEMBL3954135,7.752026733638194,CHEMBL4040,4o6e,CHEMBL3954135,0.2068965517241379,0.1685393258426966,0.2192513368983957
48830,CHEMBL4040_4o6e_CHEMBL3961291,8.42021640338319,CHEMBL4040,4o6e,CHEMBL3961291,0.3454545454545454,0.2325581395348837,0.3454545454545454
48831,CHEMBL4040_4o6e_CHEMBL3967253,8.638272163982407,CHEMBL4040,4o6e,CHEMBL3967253,0.3173652694610778,0.2009132420091324,0.3173652694610778
48832,CHEMBL4040_4o6e_CHEMBL3968878,8.823908740944319,CHEMBL4040,4o6e,CHEMBL3968878,0.3333333333333333,0.2119815668202765,0.3333333333333333
48833,CHEMBL4040_4o6e_CHEMBL3969711,8.397940008672037,CHEMBL4040,4o6e,CHEMBL3969711,0.3259668508287293,0.1894273127753304,0.3259668508287293
48834,CHEMBL4040_4o6e_CHEMBL3975431,6.964570261815451,CHEMBL4040,4o6e,CHEMBL3975431,0.3459119496855345,0.18562874251497,0.3459119496855345
48835,CHEMBL4040_4o6e_CHEMBL3976530,8.494850021680094,CHEMBL4040,4o6e,CHEMBL3976530,0.2,0.2105263157894736,0.2176470588235294
48836,CHEMBL4040_4o6e_CHEMBL3977360,8.397940008672037,CHEMBL4040,4o6e,CHEMBL3977360,0.3333333333333333,0.2232558139534883,0.3333333333333333
48837,CHEMBL4040_4o6e_CHEMBL3977524,6.709742730605482,CHEMBL4040,4o6e,CHEMBL3977524,0.233695652173913,0.1823529411764705,0.233695652173913
48838,CHEMBL4040_4o6e_CHEMBL3979810,8.638272163982407,CHEMBL4040,4o6e,CHEMBL3979810,0.2409638554216867,0.1823204419889502,0.2409638554216867
48839,CHEMBL4040_4o6e_CHEMBL4106599,8.958607314841775,CHEMBL4040,4o6e,CHEMBL4106599,0.2303030303030303,0.1569767441860465,0.2303030303030303
48840,CHEMBL4040_4o6e_CHEMBL4106654,9.221848749616356,CHEMBL4040,4o6e,CHEMBL4106654,0.3413173652694611,0.1981132075471698,0.3413173652694611
48841,CHEMBL4040_4o6e_CHEMBL4107495,8.2518119729938,CHEMBL4040,4o6e,CHEMBL4107495,0.2763157894736842,0.2162162162162162,0.2763157894736842
48842,CHEMBL4040_4o6e_CHEMBL4107526,8.619788758288394,CHEMBL4040,4o6e,CHEMBL4107526,0.2307692307692307,0.1743589743589743,0.2307692307692307
48843,CHEMBL4040_4o6e_CHEMBL4107820,8.619788758288394,CHEMBL4040,4o6e,CHEMBL4107820,0.2193548387096774,0.2214765100671141,0.2214765100671141
48844,CHEMBL4040_4o6e_CHEMBL4108167,8.008773924307505,CHEMBL4040,4o6e,CHEMBL4108167,0.1860465116279069,0.2133333333333333,0.226950354609929
48845,CHEMBL4040_4o6e_CHEMBL4108669,8.494850021680094,CHEMBL4040,4o6e,CHEMBL4108669,0.2550335570469799,0.1794871794871795,0.2550335570469799
48846,CHEMBL4040_4o6e_CHEMBL4108742,7.812479279163536,CHEMBL4040,4o6e,CHEMBL4108742,0.24375,0.1666666666666666,0.24375
48847,CHEMBL4040_4o6e_CHEMBL4108835,8.275724130399212,CHEMBL4040,4o6e,CHEMBL4108835,0.3085714285714285,0.1911111111111111,0.3085714285714285
48848,CHEMBL4040_4o6e_CHEMBL4108943,7.696803942579511,CHEMBL4040,4o6e,CHEMBL4108943,0.2690058479532163,0.1823899371069182,0.2690058479532163
48849,CHEMBL4040_4o6e_CHEMBL4108972,7.214670164989233,CHEMBL4040,4o6e,CHEMBL4108972,0.2,0.1761658031088082,0.2051282051282051
48850,CHEMBL4040_4o6e_CHEMBL4109124,8.1249387366083,CHEMBL4040,4o6e,CHEMBL4109124,0.2254335260115607,0.22,0.2254335260115607
48851,CHEMBL4040_4o6e_CHEMBL4109311,6.6777807052660805,CHEMBL4040,4o6e,CHEMBL4109311,0.2138728323699422,0.2108108108108108,0.2272727272727272
48852,CHEMBL4040_4o6e_CHEMBL4109444,8.518557371497694,CHEMBL4040,4o6e,CHEMBL4109444,0.2117647058823529,0.2075471698113207,0.2117647058823529
48853,CHEMBL4040_4o6e_CHEMBL4110141,8.621602099051863,CHEMBL4040,4o6e,CHEMBL4110141,0.2378378378378378,0.1757575757575757,0.2378378378378378
48854,CHEMBL4040_4o6e_CHEMBL4110806,6.947690900352677,CHEMBL4040,4o6e,CHEMBL4110806,0.2409638554216867,0.2179487179487179,0.2409638554216867
48855,CHEMBL4040_4o6e_CHEMBL4111054,8.2518119729938,CHEMBL4040,4o6e,CHEMBL4111054,0.2222222222222222,0.1987951807228915,0.2222222222222222
48856,CHEMBL4040_4o6e_CHEMBL4111076,8.657577319177793,CHEMBL4040,4o6e,CHEMBL4111076,0.2377622377622377,0.1828571428571428,0.2377622377622377
48857,CHEMBL4040_4o6e_CHEMBL4111564,8.537602002101044,CHEMBL4040,4o6e,CHEMBL4111564,0.2147239263803681,0.2165605095541401,0.2165605095541401
48858,CHEMBL4040_4o6e_CHEMBL4111622,8.823908740944319,CHEMBL4040,4o6e,CHEMBL4111622,0.35,0.2075471698113207,0.35
48859,CHEMBL4040_4o6e_CHEMBL4111664,8.5016894462104,CHEMBL4040,4o6e,CHEMBL4111664,0.2236024844720497,0.2312925170068027,0.2312925170068027
48860,CHEMBL4040_4o6e_CHEMBL4112182,8.63264407897398,CHEMBL4040,4o6e,CHEMBL4112182,0.2259887005649717,0.2129032258064516,0.2259887005649717
48861,CHEMBL4040_4o6e_CHEMBL4112204,6.388276691992658,CHEMBL4040,4o6e,CHEMBL4112204,0.2248520710059171,0.1576086956521739,0.2248520710059171
48862,CHEMBL4040_4o6e_CHEMBL4112335,8.481486060122112,CHEMBL4040,4o6e,CHEMBL4112335,0.2049689440993788,0.2162162162162162,0.2162162162162162
48863,CHEMBL4040_4o6e_CHEMBL4112440,8.958607314841775,CHEMBL4040,4o6e,CHEMBL4112440,0.2281879194630872,0.2307692307692307,0.2307692307692307
48864,CHEMBL4040_4o6e_CHEMBL4112507,8.795880017344075,CHEMBL4040,4o6e,CHEMBL4112507,0.3419354838709677,0.2075471698113207,0.3419354838709677
48865,CHEMBL4040_4o6e_CHEMBL4112840,8.142667503568731,CHEMBL4040,4o6e,CHEMBL4112840,0.2435897435897435,0.1589743589743589,0.2435897435897435
